+2.8022 +0.2834 +8.7508
+2.8361 +1.2889 +6.6417
+1.1864 -1.7035 -1.1111
+2.8576 -2.9626 -0.4593
-1.4821 -0.3913 +2.2385
+1.6763 -1.8139 -1.8429
+2.1780 +2.9004 -3.2299
-2.0169 +0.5840 +5.1070
-2.9461 -0.6806 +7.5094
-2.7350 +2.7399 -1.3324
-0.3831 +2.6939 -8.5214
+1.7178 +2.1977 -2.8540
-1.9610 -2.5503 -1.6867
+0.6045 -1.9922 -3.1790
+1.4003 -0.5493 +0.3076
+0.1675 +2.6254 -5.4534
+0.1302 -2.3508 -5.8747
-2.0507 +0.2712 +4.7527
+0.1464 +0.8257 -1.0174
-0.5910 +0.8988 -1.5168
-0.6186 +0.7435 -0.0404
+1.6044 -1.9262 -1.5436
-0.7465 +0.0152 +0.7829
+1.1200 -1.4779 -0.8948
+0.3284 +0.7496 -1.6536
+2.3730 -0.8229 +5.3880
+0.8253 -1.8513 -3.1969
-0.0132 -1.9053 -3.1532
+2.5103 -0.4091 +7.0150
+1.9811 -0.4993 +4.1343
+2.4280 -0.5710 +6.4738
-1.0130 +0.4328 +2.5337
+2.0727 +2.1661 -0.7204
+0.5741 -2.4920 -6.5377
+0.5836 -1.5273 -3.0500
+1.3956 +2.3679 -2.6516
+0.0884 +0.6214 -1.2789
-2.6096 +0.2404 +7.3792
-2.2249 +0.6874 +5.8976
-0.8181 +1.6065 -2.7871
-2.7088 -2.3411 +3.2921
+1.1041 +0.0879 +0.1952
+0.4298 +2.0622 -3.3435
-0.0736 +1.8609 -3.4442
+0.0615 +2.5603 -8.0934
+1.0016 -2.1076 -3.5099
-0.8127 +2.1946 -2.6350
-0.8983 -1.8658 -2.8747
-0.1643 -0.6433 -1.6197
+0.7136 -0.3794 +1.2971
-1.4345 -0.5252 +2.7211
-0.4858 +2.4145 -6.7214
+2.8777 +0.7414 +7.8424
-2.5009 +1.3980 +2.9768
+1.0721 +1.9561 -4.1430
-0.9153 -2.6467 -5.4750
+0.6709 -2.2559 -3.9130
+1.5572 +1.7665 +0.8471
-0.5482 +2.6628 -6.0412
-1.9573 +2.6555 -3.4363
-0.2071 +1.5780 -1.3446
+1.5169 +2.8873 -6.9219
+2.8397 -2.7595 +0.0170
-2.9042 +0.2597 +8.4757
-2.7967 +0.9449 +6.4585
+0.2094 +0.9994 -1.1405
-0.3520 -1.3652 -2.5871
+2.6980 +1.3696 +6.3240
-2.9621 -2.4040 +4.4605
+0.7902 -1.2718 +0.1294
-0.5543 +1.6892 -0.6555
-0.8751 +2.5549 -4.7809
+1.3227 +0.3116 +2.4808
-1.9142 -0.5425 +2.0544
+1.5773 +2.9448 -6.0070
-2.5581 -2.1915 +0.2842
+1.4403 +2.0027 -0.8474
-2.4674 +1.9765 +2.3967
+1.7204 +1.1293 +1.5704
-0.9604 -0.3328 +0.3981
-0.8020 +2.0428 -4.2084
-1.0301 -1.0646 -0.1757
+2.6117 +2.5199 +0.1550
+2.8120 +1.8453 +4.8466
-2.4785 -2.4545 -1.1726
+0.3425 +2.1371 -4.8966
+2.3052 +0.8211 +6.1297
+2.7348 -2.0887 +1.1347
-1.6705 -1.0050 +1.3141
-1.4592 -1.1268 -0.4190
-2.2893 -0.7480 +5.0492
-2.8214 +0.2267 +8.6415
+2.6750 -0.3292 +6.6541
+0.7449 +0.6709 -0.6317
+2.6003 +1.4071 +4.5068
+1.9489 -0.9849 +3.7339
+2.4448 -1.8887 +1.6237
-0.5521 +1.4247 -2.0206
-0.9993 +2.3168 -3.3010
+2.1639 -2.0093 -0.4265
-1.6155 -2.6854 -5.9248
+2.1523 -0.9647 +4.3953
-0.6405 -1.3778 -0.2032
-2.2606 -0.2584 +5.7872
-1.5917 +0.3789 +4.7117
-1.7834 +0.0683 +2.1435
+2.6900 -0.7690 +6.0306
+2.7253 -2.6568 +0.7643
+0.2928 +0.5988 -2.5633
+2.7705 +2.5511 +0.6664
+0.0654 +1.5569 -0.3759
+2.8554 +1.4190 +7.3902
+2.7237 +2.6334 -0.5684
-0.1094 +0.9594 +1.2705
-1.9209 -0.3779 +5.0551
+2.1967 +0.4634 +4.8829
-1.3233 -2.2633 -3.9145
-1.6089 -2.2500 -1.7530
-1.5973 -0.6985 +3.5069
-2.7426 +2.0323 +3.5121
-0.5771 +0.4042 -0.6245
+0.8168 -2.2029 -3.6313
-2.5038 -2.0608 +2.4577
+2.9173 -2.3729 +1.3852
-0.4641 +2.2504 -6.2278
+0.5057 -2.8948 -9.1269
+2.3322 -0.6951 +5.7102
-1.9936 -0.9769 +1.8387
+0.5649 -2.7735 -7.6197
+0.8599 +0.6606 +0.5536
-1.6272 -0.4439 +1.4336
-1.8389 -2.8720 -5.9074
+0.5035 -0.3279 -0.7406
+2.0523 -1.8057 +0.6351
-0.3564 +1.0047 -1.8857
-2.5900 -0.8680 +7.7384
+1.1162 -1.5296 -0.6276
-0.8161 +0.4642 +1.4621
-0.5434 +2.2607 -5.8731
+2.1593 +2.0039 -0.4032
-0.4424 -1.8592 -4.5301
+0.8332 -0.4311 -0.4885
+0.0348 +0.9063 -0.2185
+2.6396 +1.8495 +4.6537
-2.2607 +2.4448 +0.1967
+1.0624 -1.0834 +0.7852
+1.3800 -0.1502 -0.2595
+0.3662 +0.4309 -0.5260
-2.0911 -0.8281 +4.0271
-0.3856 -2.6536 -6.1951
+1.3424 -1.0392 +0.4992
-0.1389 +2.6883 -6.8884
+2.2078 -1.3614 +2.8856
-0.5984 +0.4274 -0.0634
-2.2831 +1.7771 +2.5603
-1.0575 -2.3062 -5.0592
+1.2432 +0.0894 +0.8920
-2.8374 +0.3767 +8.1995
+1.5853 -2.8137 -5.1657
+0.9455 -1.4991 -1.3211
-0.3883 -2.5670 -5.6390
+0.1934 +2.6330 -7.4541
-1.1711 -2.6188 -5.2628
+2.0894 +2.6856 -1.7548
-0.0536 +2.4511 -6.7310
+2.4518 +1.4071 +3.6349
+1.9880 -2.0280 +1.1021
+2.0732 -0.5061 +3.6958
-1.2799 +0.3712 +2.1502
+2.1450 -0.4010 +3.5778
-2.5334 -1.2763 +4.1017
-1.2881 +1.1823 -0.9967
+2.7304 +0.3009 +5.9996
-1.4783 +1.2188 +1.8135
-2.1136 -2.6302 -2.5746
+0.8940 -0.7455 -0.4434
-0.2952 -2.5561 -5.5389
-0.1219 +0.6369 -0.1996
+2.8951 -2.8712 +0.5529
+0.1005 -0.0794 +0.1012
+0.7508 +2.1190 -3.1547
-0.0118 +0.4355 -1.6136
+0.0153 +1.7787 -4.6507
+2.4416 -1.0640 +4.3928
+1.3464 +0.9285 +1.0408
-0.7603 +1.8210 -2.7270
+1.1703 -0.0488 +0.6754
+0.4315 +2.6936 -6.6216
+0.8410 +0.8093 +0.3294
-0.7162 +1.6914 -2.4600
+2.2343 -1.1431 +3.5377
-1.0415 +1.0392 +1.2301
-1.2669 -2.5097 -4.9766
-1.2714 +1.1825 -1.0600
+0.0160 +0.4804 -1.3470
+0.7574 +0.2106 +1.4955
+2.7678 +1.8640 +3.9073
+2.7803 +1.1601 +6.6360
+1.8103 +1.5083 +1.3638
+2.6466 -0.9573 +6.0582
-1.0535 -2.9285 -8.2170
-2.5932 +2.7700 -1.0780
-0.1504 -2.2702 -4.4989
-2.3527 +0.1056 +4.5961
+0.9090 +2.0047 -3.1819
+0.4287 -0.9966 -0.7663
+1.2048 -1.8738 -3.3093
-1.0033 -2.2744 -4.4871
+1.0841 +0.2379 +1.4917
-0.3632 -1.6184 -2.4495
+2.0622 -0.6212 +3.0216
+2.4738 -1.3692 +5.5134
+0.8235 +1.4249 -1.9653
-1.9844 -1.9075 +1.1034
+1.5879 -2.4635 -3.0154
-0.1299 -2.5031 -6.2087
+2.7825 +2.0112 +5.0613
-1.6058 +2.0605 +0.7747
+1.4851 -2.3493 -2.3536
-1.3986 +0.8511 +1.7647
+1.2429 -0.9383 +0.9375
-2.2261 -0.0308 +5.0748
+1.5840 +0.1267 +1.1071
-1.8336 -1.1740 +2.8059
+1.5443 -0.2358 +1.5412
+1.5915 -1.9439 -3.6330
+1.1096 +1.7975 -1.8976
+2.3248 -1.2100 +3.5762
+2.4729 +0.5141 +4.3986
-1.2350 -2.8143 -5.5933
+0.9880 +2.6964 -6.0819
+0.4470 -1.1983 -0.1472
-1.0214 -0.0560 +0.6760
+2.9038 -0.4167 +7.9483
-0.6768 -0.0328 +0.7657
-1.6697 -1.2555 +2.1565
+1.8605 +2.3573 -1.8901
-0.7787 -0.1074 +2.2819
+2.4210 +1.2805 +3.8904
-0.2534 +2.7487 -7.7722
+2.3127 -0.2248 +4.6634
-1.8395 +2.0163 -1.4841
+2.3857 +1.0317 +3.4492
+1.8323 -2.8859 -6.4021
+0.7237 +1.8421 -3.2348
-1.2849 -2.0678 -2.1649
+2.3427 +1.6940 +4.1855
-0.8507 +0.4660 +0.4932
-1.6325 -1.0121 -0.0141
+1.1196 +1.5671 -0.3769
+2.2777 +0.9534 +3.4764
+1.7966 -1.8627 +0.5138
+1.3146 +2.8852 -6.4009
+2.4527 +1.7057 +2.6001
+2.3580 -0.2695 +5.1243
-1.0936 +0.8332 -0.0371
+0.5129 -2.7579 -6.7000
-1.3806 +0.5067 +0.9183
-2.6106 -2.6235 -0.3627
-0.7417 -2.2730 -5.2250
-0.5117 +1.0493 -1.4643
-0.1666 -2.8886 -7.5770
+2.5711 -1.4944 +5.5746
-2.9557 -0.3446 +8.2827
+2.1036 +2.6018 -2.1793
-2.2009 -2.5854 -0.8765
+2.0082 +2.0654 +0.5555
+2.4893 +1.7429 +2.6704
+2.0183 +1.9065 +1.2655
-2.7611 -1.9434 +3.9481
-2.7385 -2.9946 -2.7258
+2.8596 +2.9962 -1.1759
+0.3332 -2.1121 -5.2898
-2.1830 +2.4690 -0.7755
+2.5064 +0.5086 +6.7733
+1.3338 +0.5977 +2.3755
+1.2777 +2.8699 -6.8217
-0.3912 -2.5368 -6.8065
-2.5325 +0.9248 +5.2803
-2.6467 -2.3519 +1.5170
+2.2984 +2.6280 -2.3014
-2.3188 -1.6744 +2.9219
+2.9440 +2.5179 +3.2499
+0.7692 -0.1562 -1.1754
+1.7391 -0.0734 +3.8666
