+2.8022 +6.2873
+0.2834 -2.4626
+2.8361 +7.9143
+1.2889 +0.4860
+1.1864 +0.4561
-1.7035 +2.0904
+2.8576 +7.3755
-2.9626 +7.4027
-1.4821 +2.1513
-0.3913 -0.3237
+1.6763 +1.3142
-1.8139 +2.1187
+2.1780 +2.7991
+2.9004 +7.6932
-2.0169 +3.8063
+0.5840 -0.0082
-2.9461 +8.2941
-0.6806 -0.6634
-2.7350 +8.0593
+2.7399 +6.3000
-0.3831 -0.8232
+2.6939 +5.9207
+1.7178 +2.0322
+2.1977 +3.5895
-1.9610 +4.8777
-2.5503 +5.9299
+0.6045 -2.3176
-1.9922 +2.5348
+1.4003 -0.4554
-0.5493 +0.1817
+0.1675 +0.4026
+2.6254 +5.4418
+0.1302 -0.3695
-2.3508 +4.3163
-2.0507 +3.6133
+0.2712 +0.8060
+0.1464 -1.3280
+0.8257 -1.5514
-0.5910 +0.0676
+0.8988 +0.3245
-0.6186 +0.0565
+0.7435 +0.5792
+1.6044 +0.8930
-1.9262 +0.7441
-0.7465 +0.5982
+0.0152 -1.4084
+1.1200 -0.9530
-1.4779 +0.0160
+0.3284 +0.2362
+0.7496 -0.2573
+2.3730 +4.9341
-0.8229 +0.5275
+0.8253 -0.9957
-1.8513 +1.3023
-0.0132 -1.8528
-1.9053 +1.5257
+2.5103 +5.0105
-0.4091 -1.7236
+1.9811 +2.9635
-0.4993 -1.2315
+2.4280 +4.8152
-0.5710 -0.0241
-1.0130 +1.4274
+0.4328 +0.7433
+2.0727 +3.4108
+2.1661 +3.9043
+0.5741 -1.1788
-2.4920 +6.2162
+0.5836 +0.8724
-1.5273 +0.7390
+1.3956 +1.7117
+2.3679 +4.2774
+0.0884 -1.1633
+0.6214 -0.4296
-2.6096 +5.4088
+0.2404 -0.0471
-2.2249 +2.4542
+0.6874 -1.2229
-0.8181 -0.4501
+1.6065 +0.5362
-2.7088 +6.6982
-2.3411 +2.9658
+1.1041 +0.2743
+0.0879 -2.4325
+0.4298 -0.9605
+2.0622 +3.7609
-0.0736 +1.2090
+1.8609 +3.5405
+0.0615 +0.6210
+2.5603 +5.6232
+1.0016 +2.1189
-2.1076 +3.2009
-0.8127 -0.5917
+2.1946 +2.5344
-0.8983 +0.0292
-1.8658 +3.5350
-0.1643 -1.6069
-0.6433 -0.9568
+0.7136 -0.9543
-0.3794 -1.1875
